,course_name,train_score,test_score,train_groundtruth,test_groundtruth,train_size,test_size,precision,recall,f1_score
30,CME106,0.6979166666666666,0.6336633663366337,0.5104166666666666,0.4158415841584158,288,101,0.5555555555555556,0.5952380952380952,0.574712643678161
31,CHEMENG142,0.9411764705882353,0.9333333333333333,0.9411764705882353,0.9333333333333333,34,15,0.9333333333333333,1.0,0.9655172413793104
32,EE303,0.75,0.0,0.5,1.0,4,1,0.0,0.0,0.0
33,EE102B,0.7386363636363636,0.8846153846153846,0.7386363636363636,0.8846153846153846,88,26,0.8846153846153846,1.0,0.9387755102040816
34,MS&E221,0.8376068376068376,0.8571428571428571,0.8376068376068376,0.8571428571428571,117,49,0.8571428571428571,1.0,0.923076923076923
35,CME108,0.7288135593220338,0.6,0.7288135593220338,0.6,59,15,0.6,1.0,0.7499999999999999
36,PHYSICS331,0.9,1.0,0.9,1.0,10,5,1.0,1.0,1.0
37,PUBLPOL303D,0.75,1.0,0.75,1.0,4,1,1.0,1.0,1.0
38,PSYCH80,0.7704918032786885,0.6923076923076923,0.7704918032786885,0.6923076923076923,305,143,0.6923076923076923,1.0,0.8181818181818181
39,ECON165,0.9166666666666666,0.7368421052631579,0.9166666666666666,0.7368421052631579,12,19,0.7368421052631579,1.0,0.8484848484848484
40,MS&E121,0.8825757575757576,0.7473684210526316,0.8825757575757576,0.7473684210526316,264,95,0.7473684210526316,1.0,0.8554216867469879
41,LINGUIST180,0.8,0.6666666666666666,0.8,0.6666666666666666,15,6,0.6666666666666666,1.0,0.8
42,ECON149,0.9886363636363636,1.0,0.9886363636363636,1.0,88,42,1.0,1.0,1.0
43,CHEM184,0.9655172413793104,1.0,0.9655172413793104,1.0,29,12,1.0,1.0,1.0
44,ECON51,0.721627408993576,0.8260869565217391,0.721627408993576,0.8260869565217391,467,161,0.8260869565217391,1.0,0.9047619047619047
45,CEE182,0.6896551724137931,0.8,0.6896551724137931,0.8,29,5,0.8,1.0,0.888888888888889
