,course_name,train_score,test_score,train_groundtruth,test_groundtruth,train_size,test_size,precision,recall,f1_score
211,ECON124,0.9583333333333334,0.9032258064516129,0.9583333333333334,0.9032258064516129,24,31,0.9032258064516129,1.0,0.9491525423728813
212,ECON1,0.7166521360069747,0.6915254237288135,0.6939843068875327,0.6779661016949152,2294,295,0.6953405017921147,0.97,0.8100208768267224
213,MS&E121,0.9242424242424242,0.8105263157894737,0.8825757575757576,0.7473684210526316,264,95,0.797752808988764,1.0,0.8875
214,PHYSICS171,0.95,0.8064516129032258,0.7625,0.8709677419354839,80,31,0.92,0.8518518518518519,0.8846153846153846
215,CHEMENG120A,0.9054054054054054,0.8695652173913043,0.7297297297297297,0.8260869565217391,74,23,0.8636363636363636,1.0,0.9268292682926829
216,COMM106,0.9134615384615384,0.7391304347826086,0.9134615384615384,0.7391304347826086,104,23,0.7391304347826086,1.0,0.85
217,EE253,1.0,0.0,0.5,1.0,8,1,0.0,0.0,0.0
218,CS240,0.9523809523809523,0.5,0.6666666666666666,0.5,21,6,0.5,1.0,0.6666666666666666
219,CS124,0.8882758620689655,0.8669724770642202,0.8220689655172414,0.908256880733945,725,218,0.9246231155778895,0.9292929292929293,0.9269521410579346
220,PHYSICS112,0.9032258064516129,0.9090909090909091,0.8387096774193549,1.0,62,22,1.0,0.9090909090909091,0.9523809523809523
221,CS224U,0.972972972972973,0.967479674796748,0.9459459459459459,0.967479674796748,111,123,0.967479674796748,1.0,0.9834710743801653
